ID,DEMOG_AGE,DEMOG_REGION,DEMOG_ETHNICITY,DEMOG_RELIGION,RESPONDENT_WEIGHT,DEMOG_SOCIAL_GRADE,HEALTH_VULNERABILITY,PRIVATE_NON_CONTACT,PRIVATE_CONTACT,PUBLIC_NON_CONTACT,PUBLIC_CONTACT
1427,45-54,South East,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,1.562820037,Supervisory or clerical/ junior managerial/ professional/ administrator,1.562820037,0,0,1.562820037,1.562820037
1428,35-44,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,0.67156476,Higher managerial/professional/administrative,0,0,0,0,0
1429,45-54,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.723682492,Intermediate managerial/ professional/ administrative,0,0.723682492,0,0,0
1430,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.658033218,Higher managerial/professional/administrative,0,0,0,0.658033218,0
1431,25-34,London,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Nothing in particular,1.057136274,Intermediate managerial/ professional/ administrative,0,0,1.057136274,1.057136274,0
1432,25-34,London,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Nothing in particular,1.045862693,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,1.045862693,0
1433,35-44,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.606040104,Higher managerial/professional/administrative,0.606040104,0,0,0.606040104,0
1434,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,0.597381727,Higher managerial/professional/administrative,0,0.597381727,0,0.597381727,0
1435,35-44,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.773779182,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.773779182,0,0.773779182,0
1436,35-44,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.54586134,Intermediate managerial/ professional/ administrative,0,0.54586134,0,0.54586134,0
1437,45-54,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.631469245,Higher managerial/professional/administrative,0,0,0,0,0
1438,45-54,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.631469245,Intermediate managerial/ professional/ administrative,0,0,0,0,0
1439,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.673824156,Intermediate managerial/ professional/ administrative,0,0,0,0.673824156,0
1440,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.658033218,Intermediate managerial/ professional/ administrative,0.658033218,0.658033218,0,0,0
1441,25-34,London,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Atheist or agnostic,0.819141624,Intermediate managerial/ professional/ administrative,0,0.819141624,0.819141624,0.819141624,0
1442,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.597381727,Higher managerial/professional/administrative,0,0.597381727,0,0.597381727,0
1443,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.597381727,Intermediate managerial/ professional/ administrative,0,0,0,0.597381727,0
1444,35-44,Yorkshire And The Humber,,Nothing in particular,1.734766127,Higher managerial/professional/administrative,0,1.734766127,1.734766127,0,0
1445,35-44,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.883005753,Supervisory or clerical/ junior managerial/ professional/ administrator,0.883005753,0.883005753,0.883005753,0.883005753,0
1446,55-64,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.552549474,Intermediate managerial/ professional/ administrative,0.552549474,0.552549474,0,0.552549474,0
1447,35-44,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.827502206,Supervisory or clerical/ junior managerial/ professional/ administrator,0.827502206,0.827502206,0,0.827502206,0
1448,45-54,London,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,1.195348485,Higher managerial/professional/administrative,0,1.195348485,0,1.195348485,0
1449,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.589610953,Intermediate managerial/ professional/ administrative,0,0.589610953,0,0.589610953,0
1450,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.742761434,Higher managerial/professional/administrative,0.742761434,0.742761434,0.742761434,0.742761434,0
1451,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.675381403,Higher managerial/professional/administrative,0,0,0,0.675381403,0
1452,35-44,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.691588649,Intermediate managerial/ professional/ administrative,0,0,0,0.691588649,0
1453,25-34,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.838818227,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.838818227,0,0.838818227,0
1454,45-54,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.923982493,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
1455,25-34,East of England,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Hindu,1.013011971,Higher managerial/professional/administrative,0,0,0,0,0
1456,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.658033218,Intermediate managerial/ professional/ administrative,0,0.658033218,0,0.658033218,0
1457,45-54,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.723682492,Higher managerial/professional/administrative,0,0,0,0.723682492,0
1458,25-34,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.573266178,Intermediate managerial/ professional/ administrative,0,0.573266178,0,0.573266178,0
1459,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.673824156,Intermediate managerial/ professional/ administrative,0,0,0,0.673824156,0
1460,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.165599644,Unemployed (for over 6 months) or not working due to long term sickness,0,1.165599644,0,1.165599644,0
1461,35-44,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.806950815,Higher managerial/professional/administrative,0.806950815,0,0,0.806950815,0
1462,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.781027578,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.781027578,0
1463,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.742761434,Intermediate managerial/ professional/ administrative,0,0,0,0.742761434,0
1464,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.673824156,Higher managerial/professional/administrative,0,0.673824156,0.673824156,0.673824156,0
1465,25-34,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.911308828,Supervisory or clerical/ junior managerial/ professional/ administrator,0.911308828,0,0,0.911308828,0
1466,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.597381727,Intermediate managerial/ professional/ administrative,0,0.597381727,0.597381727,0.597381727,0
1467,35-44,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,0.648117105,Intermediate managerial/ professional/ administrative,0.648117105,0.648117105,0,0.648117105,0
1468,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.597381727,Intermediate managerial/ professional/ administrative,0,0.597381727,0,0.597381727,0
1469,18-24,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.531672125,Intermediate managerial/ professional/ administrative,0.531672125,0,0.531672125,0.531672125,0
1470,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.597381727,Intermediate managerial/ professional/ administrative,0,0,0,0.597381727,0
1471,35-44,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.630470867,Intermediate managerial/ professional/ administrative,0,0,0,0.630470867,0
1472,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.597381727,Intermediate managerial/ professional/ administrative,0,0,0,0.597381727,0
1473,45-54,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.531840072,Higher managerial/professional/administrative,0,0,0,0.531840072,0
1474,25-34,South East,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Hindu,1.418773563,Supervisory or clerical/ junior managerial/ professional/ administrator,1.418773563,1.418773563,1.418773563,1.418773563,0
